Periode,ID client,Nombre de retraits effectues par carte,Nombre d'operations carte,Nombre d'operations Hors carte,Total mouvement d'affaires,Encours crdit immo,Encours Crdit consommation amortisable,Encours Crdit consommation renouvelable,Encours Compte Epargne,Encours Compte Epargne terme,montant encours AV,Offre attribuée
AOUT,4B-4B-0D-DC,0,32.0,25.0,1000,0,0,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,4B-59-1A-02,3,75.0,44.0,2651,0,0,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,4B-5E-6E-78,4,497.0,200.0,26174,10,104 898,78,0.0,0,3 510,Credit
AOUT,4B-77-59-50,3,222.0,96.0,11931,55,0,0,0.0,0,0,Credit
AOUT,4B-7F-51-70,0,355.0,96.0,10867,14,0,0,0.0,0,0,Credit
AOUT,4B-85-38-1E,0,0.0,0.0,0,0,0,0,12.0,621,0,Nouvelle Carte (Etudiants)
AOUT,4B-9E-C7-F1,5,319.0,144.0,8414,28,0,0,0.0,36 977,59,Credit
AOUT,4B-A3-19-A8,4,217.0,48.0,12222,0,0,0,0.0,0,0,Credit
AOUT,4B-CB-5F-EF,3,42.0,95.0,21921,45,0,0,0.0,0,0,Credit
AOUT,4B-CC-96-CF,0,0.0,0.0,0,0,0,0,11.0,382,0,Nouvelle Carte (Etudiants)
AOUT,4B-F9-5C-46,0,63.0,48.0,6773,48,0,0,0.0,14 045,30,Credit
AOUT,4C-00-BD-E7,3,854.0,154.0,49177,66,0,0,0.0,10 500,0,Credit
AOUT,4C-0D-6C-A3,0,14.0,27.0,6032,94,0,0,0.0,0,0,Credit
AOUT,4C-0F-0D-82,0,0.0,6.0,4680,0,0,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,4C-22-4D-AD,0,263.0,174.0,1808,69,0,0,0.0,39 053,86,Credit
AOUT,4C-38-83-07,0,0.0,12.0,61,4,0,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,4C-61-88-2E,0,0.0,4.0,200,0,0,0,,53,0,Nouvelle Carte (Etudiants)
AOUT,4C-82-77-22,0,137.0,240.0,20934,0,0,3 273,54.0,0,0,Nouvelle Epargne écologique
AOUT,4C-8E-6A-01,5,463.0,96.0,9072,60,0,0,0.0,11,781,Credit
AOUT,4C-93-56-3E,0,31.0,28.0,8434,56,0,0,0.0,20 999,25,Credit
AOUT,4C-AB-83-F7,0,0.0,0.0,0,0,0,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,4C-B2-7F-7C,4,277.0,594.0,42357,42,0,0,290.0,68,36 171,Nouvelle Epargne écologique
AOUT,4C-D0-26-85,0,256.0,90.0,61043,25,0,0,0.0,0,0,Credit
AOUT,4C-E1-DE-29,0,71.0,32.0,5836,8,0,0,0.0,1 060,98,Credit
AOUT,4C-E8-BC-F4,0,0.0,7.0,0,0,20 275,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,4C-F6-B3-2D,0,25.0,72.0,2107,44,0,2 083,25.0,2 032,2,Nouvelle Carte (Etudiants)
AOUT,4C-FD-42-4B,0,0.0,0.0,0,0,0,0,88.0,4205,0,Nouvelle Carte (Etudiants)
AOUT,4D-1A-9D-E5,4,25.0,8.0,110,0,0,0,6.0,552,0,Nouvelle Carte (Etudiants)
AOUT,4D-2D-68-97,0,0.0,4.0,0,0,0,0,3.0,7065,0,Nouvelle Carte (Etudiants)
AOUT,4D-39-CB-7F,3,85.0,90.0,6373,32,0,0,0.0,21,0,Credit
AOUT,4D-43-5E-A0,4,387.0,85.0,9926,80,0,0,0.0,0,0,Credit
AOUT,4D-49-DE-3D,0,105.0,91.0,10379,67,0,0,0.0,0,0,Credit
AOUT,4D-4D-EE-0E,0,0.0,0.0,0,0,0,0,0.0,0,139,Nouvelle Carte (Etudiants)
AOUT,4D-4E-23-0C,0,0.0,0.0,0,0,0,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,4D-6B-CC-A1,0,34.0,306.0,9622,35,0,51 484,63.0,0,2 407,Nouvelle Epargne écologique
AOUT,4D-6C-C8-14,0,0.0,0.0,0,0,0,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,4D-6D-B5-E2,8,260.0,187.0,25843,18,0,0,,88,0,Credit
AOUT,4D-85-9F-6C,3,687.0,304.0,59393,76,295 040,68,0.0,0,23 827,Nouvelle Epargne écologique
AOUT,4D-A0-BF-A2,0,382.0,60.0,10125,0,0,0,0.0,0,0,Credit
AOUT,4D-A6-A9-C6,3,247.0,312.0,17975,52,91 166,65,0.0,0,0,Nouvelle Epargne écologique
AOUT,4D-B1-9B-45,5,313.0,96.0,11753,10,0,0,0.0,10,7415,Credit
AOUT,4D-B5-B2-D0,0,0.0,42.0,2459,40,0,15 275,0.0,0,5,Nouvelle Carte (Etudiants)
AOUT,4D-E4-0B-37,0,47.0,20.0,2101,56,0,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,4D-E6-D1-5A,0,342.0,45.0,20958,5,0,0,0.0,30 006,57,Credit
AOUT,4D-F6-7E-38,0,0.0,0.0,0,0,0,0,0.0,0,115,Nouvelle Carte (Etudiants)
AOUT,4D-F9-21-31,0,0.0,0.0,0,0,0,0,0.0,0,1 099,Nouvelle Carte (Etudiants)
AOUT,4E-04-C6-32,3,283.0,115.0,12791,46,163 108,11,0.0,228,806,Credit
AOUT,4E-1B-69-D6,0,0.0,0.0,0,0,0,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,4E-3B-FE-7C,0,14.0,9.0,180,0,0,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,4E-3C-D6-72,0,0.0,10.0,0,0,0,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,4E-59-CA-A7,0,0.0,0.0,102624,0,0,0,0.0,0,0,Credit
AOUT,4E-71-1E-78,0,151.0,182.0,10650,74,0,19 872,75.0,0,0,Credit
AOUT,4E-89-5D-BF,0,265.0,108.0,17656,86,0,0,0.0,0,0,Credit
AOUT,4E-93-FF-18,4,535.0,440.0,74349,88,0,3 760,68.0,0,61,Nouvelle Epargne écologique
AOUT,4E-98-9C-0C,4,257.0,95.0,8996,90,0,0,0.0,9 712,50,Credit
AOUT,4E-9A-0D-F6,8,111.0,76.0,4264,0,0,0,0.0,0,0,Credit
AOUT,4E-A1-60-2E,5,37.0,27.0,360,0,0,0,0.0,0,2 490,Nouvelle Carte (Etudiants)
AOUT,4E-A9-99-9E,0,112.0,147.0,21953,47,0,0,0.0,4 276,23,Credit
AOUT,4E-BC-C7-C4,0,231.0,65.0,10196,15,0,0,0.0,0,0,Credit
AOUT,4E-E5-64-81,3,6.0,12.0,4062,68,0,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,4F-27-4E-BE,0,0.0,1.0,15,0,0,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,4F-44-31-C5,0,22.0,55.0,12333,40,0,0,0.0,12 820,50,Credit
AOUT,4F-4C-8C-6B,0,0.0,0.0,0,0,0,0,11.0,7075,0,Nouvelle Carte (Etudiants)
AOUT,4F-7C-DD-05,0,0.0,15.0,0,0,0,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,4F-7D-A3-BA,5,247.0,56.0,1164,0,0,0,0.0,0,0,Credit
AOUT,4F-90-A3-37,0,79.0,180.0,23494,5,0,0,0.0,13 870,54,Credit
AOUT,4F-97-C7-1D,0,0.0,0.0,0,0,0,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,4F-9D-D2-29,0,0.0,20.0,1720,0,0,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,4F-AE-87-0F,3,203.0,48.0,20000,0,0,0,0.0,0,0,Credit
AOUT,4F-B9-1D-7A,3,72.0,110.0,40210,60,0,0,0.0,157,5,Credit
AOUT,4F-C3-FC-00,0,0.0,0.0,0,0,0,0,,81,0,Nouvelle Carte (Etudiants)
AOUT,4F-C7-3C-F4,0,0.0,0.0,0,0,0,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,4F-D7-8B-8F,0,73.0,36.0,1800,0,0,0,0.0,2 895,48,Nouvelle Carte (Etudiants)
AOUT,4F-EC-BD-C9,0,0.0,4.0,320,0,0,0,0.0,0,11 949,Nouvelle Carte (Etudiants)
AOUT,4F-FA-80-1B,0,0.0,0.0,0,0,0,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,4F-FD-B3-BA,3,479.0,128.0,24680,0,0,50 275,0.0,0,474,Credit
AOUT,50-00-60-09,0,31.0,4.0,600,0,0,0,,0,0,Nouvelle Carte (Etudiants)
AOUT,50-14-9A-67,5,8.0,22.0,1633,52,0,0,0.0,747,663,Nouvelle Carte (Etudiants)
AOUT,50-20-69-00,0,59.0,156.0,24572,8,0,0,0.0,14 864,25,Credit
AOUT,50-4C-FA-64,0,0.0,0.0,0,0,0,0,,44,0,Nouvelle Carte (Etudiants)
AOUT,50-63-F5-7E,5,259.0,128.0,17251,96,0,0,0.0,0,0,Credit
AOUT,50-64-CC-23,4,407.0,155.0,5588,5,0,0,0.0,9,849,Credit
AOUT,50-66-EF-06,0,42.0,129.0,4211,80,0,0,0.0,1,932,Nouvelle Carte (Etudiants)
AOUT,50-86-47-E0,0,193.0,72.0,7330,18,0,0,0.0,25 295,29,Credit
AOUT,50-90-C8-4A,4,179.0,148.0,22680,48,471 020,18,0.0,0,3 441,Credit
AOUT,50-91-F3-DC,0,0.0,5.0,0,0,0,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,50-D7-F0-7F,0,541.0,306.0,44492,88,0,20 073,17.0,0,1 476,Nouvelle Epargne écologique
AOUT,50-E9-4E-26,0,0.0,0.0,0,0,0,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,51-09-90-52,0,0.0,4.0,10,0,0,0,,5,0,Nouvelle Carte (Etudiants)
AOUT,51-2D-5E-E9,0,132.0,50.0,5080,45,0,0,0.0,0,0,Credit
AOUT,51-38-74-6A,0,55.0,3.0,0,0,0,0,11.0,592,0,Nouvelle Carte (Etudiants)
AOUT,51-4F-08-D4,0,112.0,45.0,39797,80,0,0,0.0,14 700,0,Credit
AOUT,51-6D-17-2F,3,126.0,63.0,6453,9,0,10 525,0.0,0,0,Credit
AOUT,51-70-33-27,4,210.0,161.0,22523,48,0,0,0.0,4 200,0,Credit
AOUT,51-86-FD-68,0,0.0,0.0,0,0,0,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,51-AC-F8-37,0,0.0,0.0,0,0,0,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,51-DC-C7-F8,4,623.0,297.0,40432,59,0,0,0.0,10 444,35,Nouvelle Epargne écologique
AOUT,51-F5-28-0A,0,0.0,0.0,0,0,0,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,52-02-08-D2,0,0.0,120.0,17697,0,0,11 274,55.0,0,10,Credit
AOUT,52-12-0B-55,0,313.0,63.0,19381,23,0,0,0.0,12 467,52,Credit
AOUT,52-21-A3-88,0,160.0,126.0,8080,2,0,17 775,0.0,0,852,Credit
AOUT,52-24-75-99,0,0.0,0.0,0,0,0,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,52-2B-23-90,3,4.0,6.0,1151,20,0,0,0.0,12,474,Nouvelle Carte (Etudiants)
AOUT,52-2B-77-98,0,207.0,110.0,13335,40,0,0,0.0,3 519,72,Credit
AOUT,52-2D-50-32,4,259.0,102.0,7674,22,265 939,74,0.0,0,11 550,Credit
AOUT,52-2F-C4-AA,0,0.0,0.0,0,0,0,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,52-35-DC-80,5,235.0,120.0,17176,38,0,0,0.0,63,0,Credit
AOUT,52-50-5F-95,0,0.0,0.0,0,0,0,0,29.0,955,0,Nouvelle Carte (Etudiants)
AOUT,52-68-1C-2F,0,0.0,0.0,0,0,0,0,7.0,4235,0,Nouvelle Carte (Etudiants)
AOUT,52-6B-E2-6A,0,0.0,0.0,0,0,0,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,52-6D-72-B7,0,169.0,66.0,17322,30,0,0,0.0,24 566,42,Credit
AOUT,52-7A-2D-A1,3,312.0,95.0,9609,45,0,0,0.0,51 224,25,Credit
AOUT,52-95-2B-B3,0,0.0,28.0,0,0,20 275,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,52-97-4B-63,0,56.0,63.0,7090,58,0,0,0.0,0,0,Credit
AOUT,52-B1-0F-41,0,0.0,0.0,0,0,0,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,52-B8-E0-39,0,167.0,70.0,8628,75,0,0,0.0,21 000,0,Credit
AOUT,52-C3-B6-49,5,52.0,25.0,0,0,0,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,52-CF-F0-08,0,168.0,131.0,11178,82,0,0,0.0,19,383,Credit
AOUT,52-D3-D4-E1,0,0.0,0.0,0,0,0,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,52-D6-97-48,0,,620.0,124788,80,386 210,33,0.0,89,43,Nouvelle Epargne écologique
AOUT,52-D9-4A-01,3,133.0,36.0,2809,32,0,12 250,45.0,0,63,Credit
AOUT,52-E1-9F-A9,0,0.0,0.0,0,0,0,0,90.0,657,0,Nouvelle Carte (Etudiants)
AOUT,52-EC-78-58,7,199.0,288.0,28808,64,0,15 275,0.0,0,0,Nouvelle Epargne écologique
AOUT,52-ED-DF-6A,3,499.0,66.0,21450,30,0,0,0.0,5 625,7,Credit
AOUT,52-F4-F7-BD,7,462.0,231.0,18860,66,0,0,0.0,0,0,Nouvelle Epargne écologique
AOUT,53-13-51-70,3,4.0,26.0,4222,4,0,0,0.0,541,107,Nouvelle Carte (Etudiants)
AOUT,53-14-5B-D3,0,0.0,36.0,135000,0,0,20 275,0.0,0,0,Credit
AOUT,53-18-E6-29,0,0.0,10.0,0,0,0,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,53-31-5C-C4,0,0.0,0.0,0,0,0,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,53-60-FE-DF,0,0.0,0.0,0,0,0,0,0.0,0,60 704,Nouvelle Carte (Etudiants)
AOUT,53-76-50-5E,0,0.0,0.0,0,0,0,0,639.0,2505,0,Nouvelle Carte (Etudiants)
AOUT,53-91-EB-D0,0,202.0,60.0,27992,55,0,0,0.0,36 697,50,Credit
AOUT,53-BF-27-E3,0,0.0,224.0,35805,0,0,5 275,0.0,0,0,Nouvelle Epargne écologique
AOUT,53-CE-C3-CB,0,10.0,16.0,3925,28,0,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,54-04-CB-F7,0,196.0,154.0,17700,69,0,0,0.0,0,0,Credit
AOUT,54-09-FB-24,0,14.0,42.0,644,76,0,18 775,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,54-17-5A-F4,4,109.0,114.0,36170,4,0,0,0.0,20 109,61,Credit
AOUT,54-17-F3-38,0,0.0,0.0,0,0,0,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,54-26-0B-5F,0,399.0,84.0,15754,83,0,0,0.0,1034,418,Credit
AOUT,54-29-06-8C,0,0.0,1.0,60,0,0,0,,53,0,Nouvelle Carte (Etudiants)
AOUT,54-35-8D-92,0,247.0,104.0,21224,32,146 697,4,0.0,0,0,Credit
AOUT,54-48-47-EA,4,412.0,177.0,60182,96,81 465,53,0.0,0,33 968,Credit
AOUT,54-7B-17-07,0,288.0,79.0,23496,23,0,0,0.0,32 369,49,Credit
AOUT,54-84-B0-34,0,0.0,0.0,0,0,0,0,119.0,868,0,Nouvelle Carte (Etudiants)
AOUT,54-A2-23-90,0,251.0,88.0,21788,0,0,0,0.0,0,0,Credit
AOUT,54-BC-18-3A,3,123.0,26.0,2744,28,0,0,0.0,3 402,85,Credit
AOUT,54-C0-41-E5,29,523.0,132.0,6693,44,0,1 450,68.0,0,14,Credit
AOUT,54-C9-6F-2D,0,0.0,108.0,11199,76,0,0,0.0,17 525,92,Credit
AOUT,54-E7-8B-07,0,0.0,14.0,0,0,0,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,54-F7-F1-61,3,0.0,0.0,450,0,0,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,54-FD-1A-7A,0,0.0,0.0,0,0,0,0,1.0,3965,0,Nouvelle Carte (Etudiants)
AOUT,55-05-00-47,0,0.0,6.0,0,0,0,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,55-0C-14-D0,0,547.0,88.0,15883,68,0,0,0.0,0,0,Credit
AOUT,55-0E-06-1E,0,14.0,42.0,4590,0,0,638,8.0,0,98,Nouvelle Carte (Etudiants)
AOUT,55-12-F3-2C,0,0.0,20.0,0,0,0,0,,28,0,Nouvelle Carte (Etudiants)
AOUT,55-2A-38-2A,0,272.0,82.0,3570,0,0,0,0.0,0,0,Credit
AOUT,55-41-BE-0E,3,62.0,45.0,9010,80,0,0,0.0,22 271,54,Credit
AOUT,55-45-FA-7A,0,23.0,60.0,7086,24,0,0,0.0,728,91,Credit
AOUT,55-46-9B-21,0,0.0,0.0,0,0,0,0,0.0,0,113,Nouvelle Carte (Etudiants)
AOUT,55-4F-21-C5,0,67.0,116.0,16505,88,0,0,0.0,17,85,Credit
AOUT,55-4F-47-10,0,0.0,25.0,0,257 904,54,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,55-5A-E2-38,4,207.0,176.0,26703,36,125 051,0,0.0,0,0,Credit
AOUT,55-72-C5-74,7,145.0,99.0,4061,85,0,0,0.0,2 430,52,Credit
AOUT,55-77-2A-62,5,210.0,105.0,19377,47,0,0,0.0,0,0,Credit
AOUT,55-87-E5-DF,0,0.0,0.0,0,0,0,0,0.0,0,103,Nouvelle Carte (Etudiants)
AOUT,55-95-CF-8C,6,262.0,110.0,24030,25,0,0,0.0,3 168,80,Credit
AOUT,55-A1-8D-AC,0,0.0,0.0,0,0,0,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,55-A8-8B-2E,4,189.0,84.0,0,0,0,0,14.0,343,0,Credit
AOUT,55-C7-14-A6,3,147.0,25.0,5955,0,0,0,0.0,0,0,Credit
AOUT,55-C7-2C-88,0,0.0,0.0,0,0,0,0,0.0,0,88,Nouvelle Carte (Etudiants)
AOUT,55-E8-BE-B6,0,0.0,4.0,0,0,0,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,55-EA-0A-AC,0,77.0,230.0,16254,40,0,0,0.0,0,0,Nouvelle Epargne écologique
AOUT,56-0A-17-50,0,445.0,421.0,39469,13,302 865,85,0.0,0,2 625,Nouvelle Epargne écologique
AOUT,56-0D-BF-D9,0,0.0,12.0,0,0,18 775,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,56-17-37-62,0,92.0,70.0,4350,15,0,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,56-19-66-AD,0,62.0,20.0,0,0,0,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,56-31-BF-43,0,0.0,5.0,0,0,0,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,56-4A-C6-ED,6,619.0,198.0,31444,20,167 400,23,0.0,0,0,Credit
AOUT,56-4A-FB-17,0,215.0,224.0,20867,68,0,0,0.0,11 251,55,Nouvelle Epargne écologique
AOUT,56-4D-CF-F1,4,370.0,198.0,13508,67,52 462,65,0.0,0,144 181,Credit
AOUT,56-59-91-61,0,212.0,30.0,8438,80,0,0,0.0,0,0,Credit
AOUT,56-5A-6E-12,0,0.0,78.0,198000,0,0,33 275,0.0,0,0,Credit
AOUT,56-5D-C9-A0,0,0.0,15.0,0,0,0,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,56-64-B8-79,0,79.0,200.0,12603,78,0,19 185,82.0,1034,68,Credit
AOUT,56-6A-53-EE,3,6.0,2.0,0,0,0,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,56-79-8C-31,6,637.0,136.0,19714,2,139 982,47,0.0,0,0,Credit
AOUT,56-7C-51-3C,0,0.0,0.0,84289,68,0,0,0.0,0,0,Credit
AOUT,56-7F-65-EA,0,255.0,186.0,18116,94,0,0,0.0,10 775,38,Credit
AOUT,56-92-1B-FD,7,887.0,216.0,34847,60,0,0,0.0,0,0,Nouvelle Epargne écologique
AOUT,56-92-C6-89,0,327.0,136.0,1272,0,0,20 275,0.0,0,15 760,Credit
AOUT,56-B1-30-22,0,431.0,160.0,34800,0,130 003,25,0.0,0,0,Credit
AOUT,56-B6-8F-BE,0,661.0,132.0,5842,56,0,50 275,0.0,0,1 464,Credit
AOUT,56-B7-1F-9C,0,0.0,2.0,45,0,0,0,,98,0,Nouvelle Carte (Etudiants)
AOUT,56-BC-01-6C,0,135.0,48.0,3000,0,0,0,0.0,8 715,0,Credit
AOUT,56-C0-0B-4D,0,42.0,174.0,32413,69,0,0,0.0,84 070,1,Credit
AOUT,56-CE-84-9E,0,0.0,25.0,1350,0,0,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,56-DC-B3-B9,0,122.0,44.0,9795,65,289 567,89,0.0,0,171 804,Credit
AOUT,56-DF-9F-76,0,336.0,112.0,4454,10,0,32 831,91.0,0,36 697,Credit
AOUT,56-EE-39-F5,0,0.0,0.0,0,0,0,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,56-F8-B1-8F,0,214.0,81.0,12858,48,0,0,0.0,0,0,Credit
AOUT,57-14-30-43,0,7.0,15.0,0,0,0,0,10.0,5,0,Nouvelle Carte (Etudiants)
AOUT,57-1C-A9-29,8,223.0,216.0,12458,40,0,4 812,80.0,1 078,0,Nouvelle Epargne écologique
AOUT,57-2E-E8-00,0,0.0,0.0,0,0,0,0,0.0,0,3 587,Nouvelle Carte (Etudiants)
AOUT,57-36-99-3D,0,630.0,126.0,7714,0,0,0,0.0,384,636,Credit
AOUT,57-5F-60-DE,0,0.0,2.0,0,0,0,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,57-71-B1-78,0,0.0,0.0,0,0,0,0,0.0,0,1 276,Nouvelle Carte (Etudiants)
AOUT,57-73-65-5F,5,553.0,182.0,144856,11,0,20 275,0.0,0,48,Credit
AOUT,57-74-D6-3E,0,0.0,2.0,633,5,0,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,57-83-C6-1B,6,143.0,168.0,8827,0,0,0,0.0,0,0,Credit
AOUT,57-A9-D4-F0,12,297.0,115.0,8471,50,0,0,0.0,0,0,Credit
AOUT,57-B5-C4-A4,0,0.0,10.0,0,0,0,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,57-B8-70-46,0,242.0,15.0,5547,35,0,0,0.0,0,0,Credit
AOUT,57-C3-08-DA,0,0.0,0.0,0,0,0,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,57-CB-EB-0F,3,137.0,90.0,966,5,0,0,0.0,787,9095,Credit
AOUT,57-D6-0D-69,0,0.0,0.0,0,0,0,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,57-D6-68-B8,0,124.0,126.0,16265,43,144 539,92,0.0,0,727,Credit
AOUT,57-DE-4C-87,0,0.0,0.0,0,193 838,72,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,57-F9-B0-63,3,0.0,0.0,10080,0,0,0,0.0,0,0,Credit
AOUT,57-FE-D2-D3,11,313.0,204.0,11830,14,0,0,0.0,0,0,Nouvelle Epargne écologique
AOUT,58-05-59-FA,0,0.0,0.0,0,0,0,0,0.0,0,4 633,Nouvelle Carte (Etudiants)
AOUT,58-0A-5C-73,3,397.0,290.0,22994,0,0,1 711,5.0,1 482,65,Nouvelle Epargne écologique
AOUT,58-14-79-B0,0,35.0,6.0,338,0,0,0,,44,0,Nouvelle Carte (Etudiants)
AOUT,58-1E-7E-92,0,0.0,1.0,50,0,0,0,28.0,476,0,Nouvelle Carte (Etudiants)
AOUT,58-20-22-51,0,0.0,2.0,20,0,0,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,58-22-A9-EE,0,0.0,0.0,14023,36,0,0,0.0,0,0,Credit
AOUT,58-26-BE-F9,0,0.0,0.0,0,0,0,0,0.0,0,4 505,Nouvelle Carte (Etudiants)
AOUT,58-33-37-0A,0,0.0,2.0,100,0,0,0,,14,0,Nouvelle Carte (Etudiants)
AOUT,58-41-6A-E5,0,0.0,0.0,0,0,0,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,58-48-D9-70,0,0.0,0.0,0,0,0,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,58-54-AF-37,0,175.0,126.0,14797,68,0,0,0.0,14 606,39,Credit
AOUT,58-6E-81-00,0,5.0,5.0,595,31,0,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,58-8C-8A-B6,0,0.0,2.0,30,0,0,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,58-9B-C2-F8,0,691.0,216.0,38525,13,0,60 275,0.0,0,12 869,Nouvelle Epargne écologique
AOUT,58-A1-F0-31,4,40.0,275.0,29148,90,0,0,0.0,85,7745,Nouvelle Epargne écologique
AOUT,58-A8-62-69,0,0.0,0.0,0,0,0,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,58-AC-7E-7E,0,23.0,36.0,8191,24,0,0,0.0,0,0,Credit
AOUT,58-B7-D3-C8,0,0.0,12.0,0,0,1 848,51,0.0,14,217,Nouvelle Carte (Etudiants)
AOUT,58-D3-71-48,0,0.0,0.0,0,0,0,0,11.0,7075,0,Nouvelle Carte (Etudiants)
AOUT,58-E7-ED-C1,3,222.0,70.0,6160,60,0,0,0.0,14 416,50,Credit
AOUT,58-FC-16-F6,0,0.0,17.0,1671,99,176 861,21,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,59-10-A9-4A,0,0.0,1.0,300,0,0,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,59-47-EB-61,3,0.0,30.0,6223,0,0,0,0.0,0,0,Credit
AOUT,59-55-F4-BA,0,0.0,0.0,0,0,0,0,210.0,21,0,Nouvelle Carte (Etudiants)
AOUT,59-6E-D0-70,0,67.0,32.0,12580,12,0,0,0.0,3 569,55,Credit
AOUT,59-79-1D-9E,0,35.0,49.0,1367,52,0,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,59-79-43-EC,4,413.0,77.0,18934,79,0,0,0.0,19 574,23,Credit
AOUT,59-8E-82-7A,0,0.0,0.0,0,0,0,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,59-97-F2-6A,0,0.0,2.0,0,0,0,0,164.0,745,0,Nouvelle Carte (Etudiants)
AOUT,59-9C-69-BC,0,379.0,126.0,9706,2,0,0,0.0,0,0,Credit
AOUT,59-9E-53-92,0,207.0,60.0,3144,0,0,0,0.0,0,0,Credit
AOUT,59-9E-9C-76,3,10.0,6.0,100,0,0,0,127.0,323,0,Nouvelle Carte (Etudiants)
AOUT,5A-11-63-97,3,199.0,64.0,10604,88,0,0,0.0,12 093,86,Credit
AOUT,5A-13-10-72,0,0.0,4.0,0,0,0,0,0.0,0,151,Nouvelle Carte (Etudiants)
AOUT,5A-1B-B8-41,0,371.0,395.0,19521,88,130 570,44,0.0,0,1 240,Nouvelle Epargne écologique
AOUT,5A-2C-FB-94,0,0.0,1.0,50,0,0,0,0.0,0,0,Nouvelle Carte (Etudiants)
AOUT,5A-43-AD-0A,3,67.0,168.0,17261,28,0,8 561,32.0,0,33,Credit
AOUT,5A-79-BC-7D,22,556.0,347.0,18635,60,0,0,0.0,2 416,20,Nouvelle Epargne écologique
AOUT,5A-A1-75-C8,3,391.0,180.0,48509,76,0,0,0.0,46 417,48,Credit
AOUT,5A-AD-68-78,4,77.0,112.0,8057,35,0,0,0.0,0,0,Credit
